cr_id,gender,age,race
1057130,MALE,32.0,WHITE
1057131,MALE,23.0,BLACK
1057132,FEMALE,37.0,BLACK
1057133,FEMALE,44.0,BLACK
1057135,MALE,34.0,WHITE
1057138,FEMALE,62.0,WHITE
1057142,MALE,46.0,WHITE
1057142,MALE,37.0,BLACK
1057145,MALE,53.0,
1057146,MALE,32.0,BLACK
1057150,MALE,,
1057151,MALE,29.0,BLACK
1057152,FEMALE,44.0,BLACK
1057153,MALE,42.0,WHITE
1057154,MALE,35.0,WHITE
1057155,MALE,36.0,BLACK
1057156,FEMALE,,BLACK
1057158,MALE,44.0,BLACK
1057159,MALE,56.0,BLACK
1057160,MALE,27.0,BLACK
1057161,FEMALE,,
1057165,MALE,,
1057170,MALE,59.0,BLACK
1057171,MALE,57.0,WHITE
1057173,FEMALE,,HISPANIC
1057173,FEMALE,,ASIAN/PACIFIC ISLANDER
1057173,FEMALE,41.0,HISPANIC
1057176,FEMALE,56.0,BLACK
1057179,MALE,59.0,WHITE
1057181,MALE,37.0,BLACK
1057182,FEMALE,57.0,WHITE
1057186,FEMALE,23.0,WHITE
1057187,MALE,64.0,WHITE
1057188,MALE,24.0,WHITE
1057189,FEMALE,33.0,BLACK
1057190,MALE,55.0,BLACK
1057192,FEMALE,,BLACK
1057195,MALE,28.0,BLACK
1057196,MALE,33.0,BLACK
1057197,FEMALE,29.0,WHITE
1057199,MALE,,
1057200,MALE,24.0,BLACK
1057201,MALE,37.0,BLACK
1057202,MALE,34.0,BLACK
1057203,FEMALE,35.0,WHITE
1057204,MALE,,BLACK
1057205,MALE,50.0,HISPANIC
1057208,MALE,50.0,HISPANIC
1057210,MALE,35.0,BLACK
1057211,MALE,45.0,WHITE
1057213,MALE,56.0,BLACK
1057215,MALE,72.0,BLACK
1057218,MALE,29.0,HISPANIC
1057220,FEMALE,39.0,ASIAN/PACIFIC ISLANDER
1057223,FEMALE,57.0,BLACK
1057227,FEMALE,45.0,BLACK
1057229,FEMALE,55.0,WHITE
1057232,MALE,57.0,BLACK
1057234,MALE,45.0,WHITE
1057235,FEMALE,67.0,BLACK
1057236,MALE,40.0,BLACK
1057237,FEMALE,,
1057240,MALE,26.0,WHITE
1057244,MALE,84.0,BLACK
1057245,MALE,23.0,BLACK
1057246,FEMALE,29.0,BLACK
1057247,MALE,38.0,HISPANIC
1057248,MALE,44.0,BLACK
1057249,MALE,59.0,BLACK
1057251,MALE,49.0,BLACK
1057253,MALE,37.0,BLACK
1057257,FEMALE,45.0,BLACK
1057259,MALE,49.0,BLACK
1057260,FEMALE,30.0,WHITE
1057262,MALE,36.0,BLACK
1057263,MALE,55.0,WHITE
1057265,FEMALE,45.0,BLACK
1057266,FEMALE,81.0,BLACK
1057268,FEMALE,66.0,BLACK
1057269,FEMALE,42.0,BLACK
1057271,FEMALE,31.0,BLACK
1057274,FEMALE,58.0,BLACK
1057275,FEMALE,45.0,BLACK
1057276,FEMALE,60.0,WHITE
1057279,MALE,36.0,BLACK
1057280,MALE,24.0,ASIAN/PACIFIC ISLANDER
1057281,FEMALE,38.0,BLACK
1057282,MALE,52.0,HISPANIC
1057286,FEMALE,63.0,WHITE
1057289,MALE,75.0,BLACK
1057290,MALE,25.0,BLACK
1057292,MALE,44.0,BLACK
1057297,FEMALE,51.0,BLACK
1057299,MALE,,BLACK
1057300,FEMALE,52.0,HISPANIC
1057301,MALE,22.0,HISPANIC
1057304,MALE,63.0,WHITE
1057309,FEMALE,,
1057310,MALE,41.0,BLACK
1057313,FEMALE,41.0,BLACK
1057314,MALE,49.0,BLACK
1057316,FEMALE,40.0,WHITE
1057317,FEMALE,46.0,HISPANIC
1057318,FEMALE,50.0,BLACK
1057320,MALE,46.0,WHITE
1057322,MALE,54.0,BLACK
1057323,MALE,47.0,WHITE
1057325,FEMALE,39.0,WHITE
1057326,FEMALE,39.0,BLACK
1057327,FEMALE,,
1057329,MALE,,BLACK
1057330,FEMALE,69.0,BLACK
1057332,MALE,54.0,BLACK
1057333,MALE,42.0,HISPANIC
1057337,MALE,22.0,BLACK
1057340,MALE,,BLACK
1057341,FEMALE,59.0,WHITE
1057344,MALE,34.0,BLACK
1057346,MALE,28.0,BLACK
1057349,FEMALE,43.0,BLACK
1057351,FEMALE,27.0,HISPANIC
1057352,MALE,26.0,BLACK
1057356,MALE,57.0,HISPANIC
1057362,FEMALE,,BLACK
1057363,FEMALE,41.0,WHITE
1057365,MALE,,BLACK
1057366,FEMALE,68.0,WHITE
1057367,MALE,,
1057370,MALE,58.0,WHITE
1057374,MALE,27.0,BLACK
1057376,FEMALE,,HISPANIC
1057378,FEMALE,51.0,BLACK
1057379,FEMALE,34.0,BLACK
1057380,MALE,34.0,BLACK
1057381,FEMALE,,BLACK
1057382,MALE,30.0,BLACK
1057387,MALE,55.0,HISPANIC
1057388,MALE,24.0,BLACK
1057390,MALE,54.0,BLACK
1057391,FEMALE,57.0,WHITE
1057393,FEMALE,,BLACK
1057394,MALE,36.0,BLACK
1057395,MALE,36.0,BLACK
1057396,MALE,41.0,WHITE
1057397,MALE,,
1057398,FEMALE,32.0,BLACK
1057400,MALE,44.0,BLACK
1057403,MALE,26.0,WHITE
1057404,FEMALE,37.0,BLACK
1057411,MALE,32.0,BLACK
1057412,FEMALE,42.0,BLACK
1057415,FEMALE,47.0,BLACK
1057417,FEMALE,27.0,BLACK
1057419,MALE,36.0,WHITE
1057420,MALE,43.0,BLACK
1057421,FEMALE,41.0,BLACK
1057422,MALE,40.0,BLACK
1057423,MALE,49.0,BLACK
1057424,MALE,31.0,BLACK
1057425,MALE,29.0,WHITE
1057426,MALE,64.0,BLACK
1057427,MALE,35.0,WHITE
1057428,FEMALE,79.0,BLACK
1057429,MALE,24.0,BLACK
1057430,MALE,23.0,BLACK
1057432,FEMALE,,BLACK
1057436,MALE,33.0,BLACK
1057437,MALE,58.0,HISPANIC
1057439,FEMALE,37.0,BLACK
1057440,MALE,38.0,BLACK
1057441,FEMALE,53.0,WHITE
1057444,MALE,65.0,WHITE
1057446,MALE,38.0,BLACK
1057449,FEMALE,52.0,BLACK
1057450,FEMALE,24.0,BLACK
1057457,FEMALE,43.0,BLACK
1057458,MALE,24.0,ASIAN/PACIFIC ISLANDER
1057460,MALE,59.0,BLACK
1057461,FEMALE,36.0,BLACK
1057462,FEMALE,50.0,BLACK
1057465,MALE,,HISPANIC
1057466,MALE,32.0,BLACK
1057469,FEMALE,,BLACK
1057470,MALE,22.0,BLACK
1057471,MALE,44.0,WHITE
1057472,MALE,,
1057473,FEMALE,51.0,BLACK
1057475,FEMALE,50.0,BLACK
1057476,,,
1057476,MALE,,
1057483,MALE,42.0,HISPANIC
1057486,MALE,44.0,BLACK
1057487,MALE,60.0,WHITE
1057488,FEMALE,83.0,BLACK
1057489,FEMALE,57.0,BLACK
1057490,MALE,42.0,BLACK
1057491,FEMALE,29.0,BLACK
1057494,MALE,29.0,BLACK
1057497,MALE,27.0,BLACK
1057499,MALE,,WHITE
1057500,MALE,51.0,
1057502,FEMALE,45.0,WHITE
1057504,MALE,,BLACK
1057505,MALE,49.0,BLACK
1057514,FEMALE,33.0,BLACK
1057515,MALE,46.0,BLACK
1057516,FEMALE,65.0,BLACK
1057519,MALE,57.0,BLACK
1057520,MALE,45.0,BLACK
1057522,FEMALE,77.0,BLACK
1057523,MALE,55.0,BLACK
1057525,MALE,44.0,BLACK
1057527,FEMALE,,
1057529,FEMALE,51.0,HISPANIC
1057531,MALE,,
1057532,FEMALE,55.0,BLACK
1057533,MALE,,BLACK
1057535,FEMALE,26.0,WHITE
1057536,FEMALE,44.0,BLACK
1057538,FEMALE,,BLACK
1057539,MALE,58.0,BLACK
1057540,MALE,82.0,WHITE
1057541,FEMALE,47.0,BLACK
1057543,FEMALE,35.0,BLACK
1057546,MALE,31.0,BLACK
1057549,FEMALE,51.0,BLACK
1057550,MALE,58.0,BLACK
1057552,FEMALE,85.0,BLACK
1057554,FEMALE,23.0,BLACK
1057556,FEMALE,37.0,WHITE
1057557,MALE,59.0,BLACK
1057558,MALE,31.0,BLACK
1057559,MALE,54.0,BLACK
1057560,FEMALE,,
1057565,FEMALE,36.0,BLACK
1057566,MALE,50.0,BLACK
1057567,MALE,,
1057571,MALE,46.0,WHITE
1057576,FEMALE,42.0,HISPANIC
1057577,MALE,52.0,WHITE
1057578,MALE,,HISPANIC
1057579,MALE,,
1057586,FEMALE,,WHITE
1057588,MALE,35.0,HISPANIC
1057589,MALE,44.0,WHITE
1057590,MALE,37.0,HISPANIC
1057600,MALE,67.0,WHITE
1057601,MALE,31.0,BLACK
1057602,FEMALE,32.0,BLACK
1057603,FEMALE,21.0,HISPANIC
1057607,MALE,,WHITE
1057608,MALE,60.0,BLACK
1057611,FEMALE,38.0,BLACK
1057612,FEMALE,62.0,WHITE
1057616,FEMALE,,
1057619,MALE,50.0,HISPANIC
1057621,MALE,,WHITE
1057622,MALE,34.0,BLACK
1057624,FEMALE,44.0,BLACK
1057625,MALE,37.0,WHITE
1057628,FEMALE,31.0,WHITE
1057629,FEMALE,49.0,WHITE
1057630,FEMALE,45.0,BLACK
1057631,FEMALE,43.0,WHITE
1057639,FEMALE,30.0,BLACK
1057642,MALE,60.0,WHITE
1057643,FEMALE,48.0,HISPANIC
1057644,FEMALE,34.0,BLACK
1057650,FEMALE,,BLACK
1057652,FEMALE,34.0,WHITE
1057653,MALE,,WHITE
1057654,MALE,60.0,BLACK
1057655,MALE,31.0,WHITE
1057657,MALE,42.0,
1057658,MALE,40.0,BLACK
1057661,MALE,55.0,WHITE
1057662,FEMALE,39.0,BLACK
1057665,FEMALE,33.0,BLACK
1057666,FEMALE,33.0,BLACK
1057671,FEMALE,60.0,WHITE
1057671,FEMALE,49.0,BLACK
1057672,MALE,65.0,BLACK
1057675,MALE,,WHITE
1057676,MALE,38.0,BLACK
1057677,MALE,55.0,BLACK
1057678,MALE,64.0,WHITE
1057680,FEMALE,28.0,BLACK
1057681,FEMALE,,BLACK
1057683,MALE,53.0,BLACK
1057685,MALE,47.0,BLACK
1057688,FEMALE,62.0,BLACK
1057689,MALE,52.0,BLACK
1057691,FEMALE,29.0,BLACK
1057693,FEMALE,,BLACK
1057694,FEMALE,31.0,BLACK
1057696,FEMALE,55.0,BLACK
1057699,FEMALE,39.0,WHITE
1057700,FEMALE,42.0,BLACK
1057701,FEMALE,66.0,WHITE
1057703,MALE,61.0,BLACK
1057704,MALE,53.0,WHITE
1057705,FEMALE,48.0,BLACK
1057706,FEMALE,36.0,BLACK
1057709,FEMALE,70.0,BLACK
1057711,FEMALE,105.0,HISPANIC
1057712,MALE,25.0,BLACK
1057714,FEMALE,39.0,BLACK
1057716,MALE,59.0,BLACK
1057719,MALE,43.0,HISPANIC
1057720,FEMALE,44.0,WHITE
1057721,MALE,36.0,WHITE
1057723,MALE,,WHITE
1057724,MALE,52.0,BLACK
1057726,MALE,47.0,BLACK
1057727,MALE,58.0,BLACK
1057728,MALE,53.0,
1057730,FEMALE,21.0,BLACK
1057733,MALE,44.0,BLACK
1057735,MALE,53.0,BLACK
1057736,FEMALE,46.0,BLACK
1057739,FEMALE,57.0,BLACK
1057741,MALE,26.0,BLACK
1057746,FEMALE,44.0,BLACK
1057750,FEMALE,28.0,HISPANIC
1057754,FEMALE,39.0,WHITE
1057755,MALE,36.0,WHITE
1057756,MALE,26.0,HISPANIC
1057756,FEMALE,24.0,HISPANIC
1057757,MALE,38.0,HISPANIC
1057758,MALE,57.0,WHITE
1057759,MALE,28.0,BLACK
1057760,MALE,30.0,HISPANIC
1057762,FEMALE,47.0,BLACK
1057763,FEMALE,63.0,BLACK
1057765,MALE,,BLACK
1057766,MALE,46.0,WHITE
1057769,MALE,26.0,WHITE
1057771,MALE,41.0,BLACK
1057775,MALE,32.0,HISPANIC
1057776,FEMALE,40.0,BLACK
1057777,FEMALE,49.0,HISPANIC
1057778,MALE,34.0,WHITE
1057779,FEMALE,,
1057780,MALE,27.0,WHITE
1057782,MALE,46.0,BLACK
1057783,FEMALE,27.0,BLACK
1057789,MALE,30.0,BLACK
1057792,FEMALE,54.0,BLACK
1057793,FEMALE,46.0,HISPANIC
1057795,FEMALE,33.0,WHITE
1057801,,,
1057802,FEMALE,54.0,BLACK
1057803,FEMALE,27.0,BLACK
1057804,FEMALE,40.0,BLACK
1057806,MALE,30.0,BLACK
1057808,FEMALE,39.0,BLACK
1057810,MALE,22.0,BLACK
1057811,MALE,29.0,BLACK
1057812,FEMALE,29.0,HISPANIC
1057813,MALE,86.0,BLACK
1057814,FEMALE,33.0,HISPANIC
1057815,FEMALE,46.0,WHITE
1057817,MALE,47.0,WHITE
1057818,MALE,38.0,BLACK
1057819,MALE,,BLACK
1057820,MALE,25.0,HISPANIC
1057821,MALE,29.0,BLACK
1057822,MALE,66.0,BLACK
1057823,FEMALE,35.0,BLACK
1057825,MALE,,BLACK
1057826,FEMALE,41.0,BLACK
1057829,MALE,35.0,WHITE
1057831,MALE,62.0,
1057838,MALE,55.0,WHITE
1057839,MALE,30.0,WHITE
1057840,MALE,43.0,WHITE
1057841,MALE,33.0,BLACK
1057844,FEMALE,39.0,BLACK
1057846,FEMALE,94.0,BLACK
1057848,MALE,27.0,HISPANIC
1057849,FEMALE,,WHITE
1057850,FEMALE,29.0,BLACK
1057852,MALE,,BLACK
1057853,FEMALE,51.0,BLACK
1057854,MALE,57.0,WHITE
1057856,FEMALE,,WHITE
1057858,FEMALE,47.0,BLACK
1057862,MALE,57.0,BLACK
1057864,MALE,41.0,BLACK
1057865,FEMALE,63.0,BLACK
1057866,FEMALE,41.0,BLACK
1057870,FEMALE,,
1057875,MALE,62.0,BLACK
1057876,FEMALE,54.0,BLACK
1057879,FEMALE,32.0,BLACK
1057880,MALE,50.0,BLACK
1057881,FEMALE,39.0,WHITE
1057882,FEMALE,54.0,HISPANIC
1057884,MALE,29.0,WHITE
1057885,FEMALE,40.0,HISPANIC
1057886,FEMALE,75.0,BLACK
1057887,MALE,43.0,ASIAN/PACIFIC ISLANDER
1057888,FEMALE,42.0,BLACK
1057891,FEMALE,33.0,BLACK
1057893,MALE,59.0,WHITE
1057894,MALE,52.0,BLACK
1057895,MALE,46.0,HISPANIC
1057896,MALE,25.0,WHITE
1057898,FEMALE,42.0,WHITE
1057900,MALE,45.0,BLACK
1057901,MALE,54.0,BLACK
1057902,FEMALE,51.0,BLACK
1057906,FEMALE,63.0,WHITE
1057907,FEMALE,46.0,BLACK
1057910,MALE,37.0,BLACK
1057911,MALE,52.0,BLACK
1057920,FEMALE,,BLACK
1057922,FEMALE,51.0,BLACK
1057923,MALE,64.0,WHITE
1057924,MALE,51.0,HISPANIC
1057929,MALE,51.0,HISPANIC
1057930,MALE,35.0,HISPANIC
1057933,MALE,52.0,WHITE
1057934,FEMALE,88.0,BLACK
1057936,MALE,41.0,BLACK
1057940,FEMALE,69.0,BLACK
1057941,MALE,84.0,BLACK
1057942,FEMALE,28.0,BLACK
1057943,FEMALE,39.0,BLACK
1057944,MALE,31.0,BLACK
1057946,FEMALE,43.0,BLACK
1057947,FEMALE,28.0,HISPANIC
1057949,FEMALE,57.0,HISPANIC
1057950,FEMALE,47.0,WHITE
1057953,MALE,25.0,BLACK
1057957,FEMALE,65.0,BLACK
1057958,FEMALE,51.0,BLACK
1057959,FEMALE,28.0,WHITE
1057960,FEMALE,40.0,BLACK
1057961,FEMALE,68.0,BLACK
1057962,FEMALE,55.0,WHITE
1057963,FEMALE,46.0,WHITE
1057966,MALE,48.0,HISPANIC
1057967,FEMALE,60.0,HISPANIC
1057969,MALE,46.0,HISPANIC
1057970,FEMALE,59.0,BLACK
1057971,MALE,56.0,BLACK
1057973,MALE,49.0,HISPANIC
1057974,MALE,64.0,WHITE
1057975,FEMALE,60.0,WHITE
1057978,FEMALE,50.0,BLACK
1057980,MALE,42.0,BLACK
1057981,MALE,73.0,BLACK
1057981,FEMALE,60.0,
1057982,MALE,20.0,BLACK
1057984,MALE,53.0,BLACK
1057985,FEMALE,34.0,BLACK
1057987,MALE,50.0,WHITE
1057989,MALE,43.0,BLACK
1057995,MALE,55.0,BLACK
1058001,MALE,51.0,WHITE
1058004,MALE,40.0,BLACK
1058006,MALE,36.0,BLACK
1058007,MALE,35.0,BLACK
1058011,MALE,49.0,WHITE
1058022,FEMALE,41.0,HISPANIC
1058024,FEMALE,52.0,WHITE
1058025,FEMALE,59.0,BLACK
1058026,MALE,47.0,BLACK
1058027,MALE,,BLACK
1058028,MALE,67.0,WHITE
1058030,MALE,59.0,BLACK
1058031,FEMALE,51.0,BLACK
1058037,MALE,,WHITE
1058038,FEMALE,39.0,BLACK
1058039,MALE,39.0,HISPANIC
1058042,FEMALE,45.0,HISPANIC
1058043,MALE,36.0,BLACK
1058046,MALE,69.0,BLACK
1058047,FEMALE,28.0,BLACK
1058049,FEMALE,63.0,BLACK
1058050,MALE,37.0,WHITE
1058051,MALE,36.0,HISPANIC
1058052,MALE,37.0,BLACK
1058054,FEMALE,38.0,WHITE
1058060,MALE,49.0,WHITE
1058062,FEMALE,30.0,HISPANIC
1058063,MALE,72.0,WHITE
1058066,FEMALE,63.0,BLACK
1058070,MALE,26.0,WHITE
1058071,FEMALE,48.0,WHITE
1058072,FEMALE,42.0,WHITE
1058080,MALE,27.0,WHITE
1058081,MALE,56.0,WHITE
1058082,MALE,89.0,WHITE
1058083,MALE,26.0,BLACK
1058085,MALE,30.0,HISPANIC
1058087,MALE,33.0,BLACK
1058091,FEMALE,,BLACK
1058093,FEMALE,55.0,HISPANIC
1058095,MALE,27.0,BLACK
1058097,FEMALE,33.0,WHITE
1058098,FEMALE,50.0,BLACK
1058099,MALE,54.0,BLACK
1058101,FEMALE,38.0,HISPANIC
1058101,MALE,48.0,WHITE
1058101,MALE,45.0,HISPANIC
1058102,FEMALE,31.0,WHITE
1058103,MALE,30.0,BLACK
1058106,FEMALE,51.0,WHITE
1058107,MALE,32.0,BLACK
1058111,FEMALE,26.0,BLACK
1058113,FEMALE,52.0,WHITE
1058114,MALE,26.0,BLACK
1058118,MALE,48.0,BLACK
1058119,FEMALE,28.0,BLACK
1058121,MALE,43.0,WHITE
1058122,MALE,53.0,WHITE
1058123,FEMALE,39.0,WHITE
1058125,MALE,33.0,BLACK
1058126,MALE,31.0,
1058127,FEMALE,27.0,BLACK
1058128,MALE,,BLACK
1058129,MALE,,
1058130,,,
1058131,,,
1058133,MALE,24.0,BLACK
1058134,FEMALE,38.0,BLACK
1058135,FEMALE,28.0,BLACK
1058136,FEMALE,40.0,WHITE
1058137,FEMALE,34.0,BLACK
1058138,FEMALE,,WHITE
1058139,MALE,47.0,HISPANIC
1058140,MALE,65.0,BLACK
1058143,FEMALE,45.0,BLACK
1058147,MALE,46.0,WHITE
1058148,FEMALE,58.0,WHITE
1058155,MALE,29.0,WHITE
1058156,FEMALE,49.0,BLACK
1058157,MALE,,BLACK
1058158,MALE,38.0,BLACK
1058159,FEMALE,,
1058160,MALE,54.0,BLACK
1058162,MALE,52.0,BLACK
1058163,FEMALE,,BLACK
1058165,FEMALE,33.0,WHITE
1058166,MALE,39.0,BLACK
1058168,MALE,32.0,BLACK
1058169,MALE,58.0,BLACK
1058170,FEMALE,49.0,BLACK
1058170,FEMALE,,BLACK
1058171,MALE,28.0,BLACK
1058172,MALE,45.0,BLACK
1058173,FEMALE,32.0,BLACK
1058174,MALE,52.0,BLACK
1058174,FEMALE,37.0,BLACK
1058175,FEMALE,51.0,BLACK
1058175,MALE,52.0,BLACK
1058177,MALE,43.0,BLACK
1058179,MALE,52.0,BLACK
1058181,MALE,48.0,BLACK
1058183,FEMALE,35.0,BLACK
1058184,MALE,55.0,NATIVE AMERICAN/ALASKAN NATIVE
1058189,MALE,36.0,BLACK
1058194,FEMALE,39.0,BLACK
1058195,FEMALE,46.0,BLACK
1058196,FEMALE,41.0,BLACK
1058197,FEMALE,54.0,BLACK
1058202,FEMALE,31.0,BLACK
1058206,FEMALE,,WHITE
1058208,MALE,58.0,HISPANIC
1058209,MALE,,BLACK
1058210,MALE,31.0,WHITE
1058211,FEMALE,39.0,HISPANIC
1058212,FEMALE,56.0,BLACK
1058213,FEMALE,38.0,BLACK
1058215,FEMALE,52.0,BLACK
1058216,FEMALE,43.0,BLACK
1058218,FEMALE,41.0,BLACK
1058219,FEMALE,,
1058219,MALE,,
1058220,MALE,58.0,WHITE
1058221,MALE,47.0,WHITE
1058225,FEMALE,,HISPANIC
1058227,MALE,29.0,HISPANIC
1058228,FEMALE,37.0,HISPANIC
1058229,MALE,,WHITE
1058230,MALE,39.0,BLACK
1058232,MALE,39.0,BLACK
1058233,FEMALE,45.0,HISPANIC
1058234,MALE,61.0,WHITE
1058239,FEMALE,55.0,WHITE
1058240,FEMALE,28.0,BLACK
1058241,MALE,32.0,BLACK
1058242,FEMALE,40.0,HISPANIC
1058247,MALE,25.0,BLACK
1058248,FEMALE,74.0,BLACK
1058249,FEMALE,22.0,BLACK
1058250,FEMALE,57.0,HISPANIC
1058251,MALE,35.0,BLACK
1058253,MALE,61.0,WHITE
1058255,FEMALE,,BLACK
1058256,MALE,55.0,BLACK
1058257,MALE,41.0,BLACK
1058258,MALE,,BLACK
1058259,FEMALE,41.0,HISPANIC
1058261,MALE,41.0,BLACK
1058263,MALE,33.0,BLACK
1058268,MALE,27.0,BLACK
1058269,MALE,40.0,BLACK
1058271,FEMALE,31.0,BLACK
1058273,FEMALE,41.0,BLACK
1058276,MALE,,BLACK
1058277,FEMALE,27.0,BLACK
1058281,MALE,,BLACK
1058283,MALE,44.0,WHITE
1058284,MALE,55.0,HISPANIC
1058284,FEMALE,,BLACK
1058285,MALE,25.0,BLACK
1058287,FEMALE,58.0,BLACK
1058288,MALE,43.0,HISPANIC
1058289,MALE,57.0,HISPANIC
1058293,FEMALE,46.0,BLACK
1058294,FEMALE,41.0,BLACK
1058297,FEMALE,22.0,BLACK
1058298,MALE,,
1058301,MALE,,BLACK
1058302,MALE,26.0,
1058308,FEMALE,38.0,BLACK
1058310,FEMALE,49.0,BLACK
1058311,FEMALE,36.0,BLACK
1058314,FEMALE,46.0,HISPANIC
1058315,FEMALE,39.0,HISPANIC
1058317,FEMALE,52.0,BLACK
1058323,FEMALE,33.0,BLACK
1058324,FEMALE,49.0,BLACK
1058326,FEMALE,,BLACK
1058327,FEMALE,27.0,WHITE
1058329,FEMALE,55.0,BLACK
1058330,MALE,47.0,WHITE
1058332,FEMALE,42.0,WHITE
1058333,MALE,38.0,BLACK
1058336,MALE,40.0,WHITE
1058340,MALE,55.0,WHITE
1058342,MALE,36.0,BLACK
1058346,FEMALE,46.0,HISPANIC
1058347,MALE,49.0,WHITE
1058348,MALE,22.0,WHITE
1058349,FEMALE,48.0,BLACK
1058350,MALE,,
1058351,MALE,49.0,WHITE
1058353,FEMALE,46.0,BLACK
1058354,FEMALE,48.0,BLACK
1058355,MALE,31.0,BLACK
1058357,MALE,49.0,BLACK
1058358,FEMALE,46.0,BLACK
1058360,FEMALE,26.0,BLACK
1058362,MALE,92.0,WHITE
1058366,MALE,25.0,BLACK
1058369,MALE,54.0,BLACK
1058371,MALE,55.0,HISPANIC
1058372,FEMALE,,WHITE
1058373,MALE,63.0,WHITE
1058373,FEMALE,,WHITE
1058374,MALE,49.0,WHITE
1058378,FEMALE,34.0,BLACK
1058383,MALE,45.0,WHITE
1058384,MALE,,WHITE
1058387,MALE,,NATIVE AMERICAN/ALASKAN NATIVE
1058389,MALE,46.0,WHITE
1058390,MALE,41.0,BLACK
1058391,MALE,63.0,WHITE
1058392,MALE,26.0,BLACK
1058393,MALE,,WHITE
1058396,FEMALE,45.0,ASIAN/PACIFIC ISLANDER
1058397,MALE,,WHITE
1058398,MALE,52.0,WHITE
1058399,FEMALE,46.0,WHITE
1058400,MALE,38.0,WHITE
1058404,FEMALE,63.0,WHITE
1058406,MALE,23.0,BLACK
1058408,MALE,38.0,BLACK
1058410,FEMALE,,BLACK
1058412,MALE,49.0,ASIAN/PACIFIC ISLANDER
1058417,MALE,27.0,HISPANIC
1058418,FEMALE,36.0,BLACK
1058419,FEMALE,,BLACK
1058423,MALE,34.0,BLACK
1058424,MALE,45.0,WHITE
1058426,FEMALE,50.0,BLACK
1058428,MALE,37.0,BLACK
1058429,FEMALE,73.0,BLACK
1058430,MALE,,
1058433,FEMALE,52.0,BLACK
1058436,FEMALE,66.0,BLACK
1058437,FEMALE,35.0,BLACK
1058438,FEMALE,40.0,BLACK
1058439,MALE,24.0,BLACK
1058440,MALE,63.0,WHITE
1058441,MALE,49.0,BLACK
1058445,MALE,55.0,WHITE
1058446,MALE,,WHITE
1058448,FEMALE,44.0,BLACK
1058451,FEMALE,40.0,BLACK
1058452,FEMALE,38.0,WHITE
1058455,MALE,46.0,WHITE
1058456,FEMALE,22.0,BLACK
1058457,MALE,66.0,WHITE
1058460,FEMALE,64.0,HISPANIC
1058464,MALE,31.0,
1058465,FEMALE,27.0,HISPANIC
1058466,FEMALE,38.0,BLACK
1058468,MALE,47.0,HISPANIC
1058470,FEMALE,46.0,BLACK
1058472,MALE,48.0,HISPANIC
1058474,MALE,,
1058476,MALE,44.0,HISPANIC
1058478,FEMALE,29.0,BLACK
1058480,MALE,38.0,ASIAN/PACIFIC ISLANDER
1058481,FEMALE,32.0,BLACK
1058484,MALE,31.0,BLACK
1058486,FEMALE,27.0,BLACK
1058487,MALE,26.0,BLACK
1058488,MALE,34.0,WHITE
1058489,MALE,27.0,BLACK
1058498,MALE,,BLACK
1058499,FEMALE,41.0,BLACK
1058502,MALE,30.0,HISPANIC
1058504,FEMALE,46.0,HISPANIC
1058507,MALE,36.0,BLACK
1058508,FEMALE,47.0,BLACK
1058509,FEMALE,39.0,BLACK
1058511,MALE,30.0,BLACK
1058512,FEMALE,57.0,BLACK
1058513,MALE,30.0,BLACK
1058517,FEMALE,43.0,BLACK
1058518,MALE,57.0,WHITE
1058519,MALE,33.0,BLACK
1058521,MALE,58.0,BLACK
1058522,FEMALE,34.0,BLACK
1058523,MALE,45.0,HISPANIC
1058525,FEMALE,,WHITE
1058526,MALE,58.0,BLACK
1058529,FEMALE,39.0,WHITE
1058532,FEMALE,44.0,BLACK
1058533,MALE,48.0,
1058536,MALE,49.0,HISPANIC
1058541,MALE,,WHITE
1058542,FEMALE,29.0,HISPANIC
1058543,FEMALE,61.0,HISPANIC
1058545,FEMALE,61.0,BLACK
1058546,FEMALE,37.0,BLACK
1058547,MALE,46.0,BLACK
1058549,MALE,35.0,WHITE
1058550,MALE,,BLACK
1058551,MALE,42.0,BLACK
1058552,FEMALE,,WHITE
1058555,MALE,35.0,BLACK
1058556,MALE,30.0,BLACK
1058559,MALE,28.0,WHITE
1058560,MALE,47.0,WHITE
1058561,MALE,,
1058564,FEMALE,,BLACK
1058565,MALE,57.0,WHITE
1058566,FEMALE,,BLACK
1058568,MALE,29.0,HISPANIC
1058569,MALE,47.0,BLACK
1058572,MALE,34.0,BLACK
1058574,MALE,,BLACK
1058576,FEMALE,29.0,BLACK
1058580,MALE,55.0,WHITE
1058581,MALE,45.0,HISPANIC
1058583,MALE,27.0,BLACK
1058584,MALE,45.0,BLACK
1058585,MALE,52.0,WHITE
1058587,FEMALE,66.0,BLACK
1058588,FEMALE,60.0,BLACK
1058589,MALE,26.0,BLACK
1058590,FEMALE,54.0,BLACK
1058591,MALE,45.0,HISPANIC
1058593,FEMALE,39.0,WHITE
1058594,FEMALE,38.0,BLACK
1058596,FEMALE,61.0,WHITE
1058598,FEMALE,60.0,BLACK
1058601,MALE,51.0,HISPANIC
1058606,FEMALE,,BLACK
1058607,MALE,33.0,WHITE
1058608,MALE,34.0,BLACK
1058610,FEMALE,56.0,WHITE
1058613,FEMALE,44.0,BLACK
